operating_country,channel_name,pmi_product_family,brand_tier,wholesaler_tier,weeks,shipments_units,avg_price_realization,avg_list_price,avg_net_price,avg_leakage_per_unit
Italy,E-Commerce,Cigarettes,Value,T3,32,187,29.31057055,2162.446417,1959.179801,203.2666158
France,E-Commerce,Heated Tobacco,Core,T3,34,152,29.48201644,5961.364379,5052.174362,909.1900168
Mexico,E-Commerce,Heated Tobacco,Core,T3,30,160,29.98275484,3547.307081,3544.57067,2.736411429
Mexico,E-Commerce,Heated Tobacco,Premium,T3,30,146,29.98889529,3549.598418,3547.759568,1.83885
Austria,Retail,Cigarettes,Core,T2,30,148,30,1660.650768,1660.650768,0
Iran,Key Accounts,Cigarettes,Value,T1,30,93,30,897.9170302,897.9170302,0
Italy,Retail,Heated Tobacco,Core,T2,38,135,30.00000018,5670.930844,4614.236464,1056.69438
Germany,Key Accounts,Heated Tobacco,Premium,T1,32,118,30.24391864,5650.917141,5169.250929,481.6662114
Indonesia,Retail,Heated Tobacco,Core,T2,39,170,30.36960571,6671.966694,5453.608694,1218.358
Turkey,Retail,Cigarettes,Premium,T2,76,293,30.39999862,3474.067571,1389.626963,2084.440608
France,Key Accounts,Oral Nicotine,Value,T1,34,153,30.61774964,4972.172332,4352.089475,620.0828571
Indonesia,Retail,Oral Nicotine,Value,T2,39,174,30.62202488,5866.489488,4639.174082,1227.315407
El Salvador,Retail,Oral Nicotine,Premium,T2,31,148,30.68805126,3998.639406,3899.945656,98.69375
Brazil,Key Accounts,Oral Nicotine,Value,T1,36,146,30.89677955,5123.249699,4092.392556,1030.857143
Canada,Retail,Cigarettes,Premium,T2,31,89,31,1113.145258,1113.145258,0
El Salvador,Key Accounts,Cigarettes,Premium,T1,31,190,31,727.4004004,727.4004004,0
El Salvador,Key Accounts,Cigarettes,Value,T1,31,166,31,870.2823116,870.2823116,0
Iraq,Retail,Cigarettes,Premium,T2,31,99,31,1369.937213,1369.937213,0
New Zealand,Retail,Cigarettes,Core,T2,41,172,31.09564636,1563.837099,1074.394336,489.4427633
France,Key Accounts,Oral Nicotine,Core,T1,35,158,31.12577804,7358.30746,6354.203782,1004.103677
Philippines,Retail,Cigarettes,Value,T2,50,201,31.13512846,2598.411929,1696.326362,902.0855677
Honduras,Retail,Cigarettes,Value,T2,52,292,31.20002023,1891.239262,1134.743642,756.4956195
France,E-Commerce,Heated Tobacco,Value,T3,36,154,31.32143129,5262.998786,4500.048314,762.9504714
New Zealand,Retail,Cigarettes,Premium,T2,39,171,31.40726285,1607.88868,1186.478566,421.4101136
Germany,Retail,Oral Nicotine,Value,T2,36,141,31.47635539,5251.047879,4365.50592,885.5419586
United Kingdom,Key Accounts,Heated Tobacco,Premium,T1,32,152,31.58836836,5666.252925,5612.104825,54.1481
Nicaragua,Key Accounts,Cigarettes,Premium,T1,32,147,32,1185.511536,1185.511536,0
Nicaragua,Key Accounts,Cigarettes,Value,T1,32,161,32,1394.193893,1394.193893,0
South Africa,Retail,Cigarettes,Value,T2,32,89,32,1349.736169,1349.736169,0
Ukraine,Retail,Cigarettes,Core,T2,32,96,32,1227.188842,1227.188842,0
China,Key Accounts,Oral Nicotine,Value,T1,33,151,32.4000001,5938.305789,5708.305789,230
Cuba,Key Accounts,Cigarettes,Premium,T1,33,139,33,596.0393236,596.0393236,0
South Africa,Retail,Cigarettes,Core,T2,33,98,33,1932.247222,1932.247222,0
South Africa,Retail,Cigarettes,Premium,T2,33,102,33,1180.30233,1180.30233,0
China,Key Accounts,Oral Nicotine,Premium,T1,35,169,33.12414308,8595.308134,7704.135417,891.1727172
United Kingdom,Retail,Heated Tobacco,Value,T2,35,140,33.2659038,5562.996905,5290.488568,272.5083364
China,Key Accounts,Heated Tobacco,Value,T1,34,166,34,7284.312007,7284.312007,0
Democratic Republic of the Congo,Retail,Cigarettes,Core,T2,34,148,34,1660.622956,1660.622956,0
Egypt,Retail,Cigarettes,Premium,T2,34,133,34,1470.137299,1470.137299,0
India,Key Accounts,Oral Nicotine,Value,T1,34,126,34,4835.51475,4835.51475,0
Iran,Key Accounts,Cigarettes,Premium,T1,34,98,34,1498.5,1498.5,0
Mexico,Key Accounts,Oral Nicotine,Value,T1,47,245,34.23284784,4936.058209,3775.570559,1160.48765
United Kingdom,Key Accounts,Heated Tobacco,Core,T1,35,169,34.29999845,6858.548043,6782.007214,76.54082857
India,Key Accounts,Oral Nicotine,Core,T1,36,170,34.75354115,6012.405141,5852.105141,160.3
France,Key Accounts,Oral Nicotine,Premium,T1,40,199,34.94080339,9297.17343,7625.755437,1671.417993
Canada,Retail,Cigarettes,Core,T2,35,104,35,1905.35348,1905.35348,0
Iraq,Retail,Cigarettes,Core,T2,35,91,35,1859.174967,1859.174967,0
Australia,Key Accounts,Oral Nicotine,Premium,T1,41,174,35.0338177,7400.54626,6207.81202,1192.73424
France,Key Accounts,Heated Tobacco,Premium,T1,40,177,35.12459557,7658.734392,6638.959157,1019.775235
United Kingdom,Retail,Oral Nicotine,Value,T2,42,160,35.28875365,5654.804568,5024.047999,630.7565692
Brazil,E-Commerce,Cigarettes,Value,T3,42,197,35.70229831,1181.526042,1099.754642,81.7714
Germany,Key Accounts,Heated Tobacco,Core,T1,38,181,35.74966897,6538.421034,6009.452089,528.9689452
Indonesia,Retail,Oral Nicotine,Core,T2,46,174,35.93509593,8037.886613,6420.062007,1617.824606
Brazil,Retail,Oral Nicotine,Core,T2,46,272,35.98255983,5765.09315,3963.03764,1802.05551
Democratic Republic of the Congo,Retail,Cigarettes,Premium,T2,36,92,36,1723.942795,1723.942795,0
Iraq,Retail,Cigarettes,Value,T2,36,129,36,2702.690699,2702.690699,0
Morocco,Retail,Cigarettes,Premium,T2,36,108,36,871.4577256,871.4577256,0
Morocco,Retail,Cigarettes,Value,T2,36,103,36,1968.507598,1968.507598,0
Russia,Retail,Cigarettes,Value,T2,36,109,36,2511.178789,2511.178789,0
Ukraine,Retail,Cigarettes,Premium,T2,36,128,36,1787.659508,1787.659508,0
France,Key Accounts,Heated Tobacco,Value,T1,42,177,36.22777427,7113.765834,6138.758072,975.0077622
Indonesia,Retail,Heated Tobacco,Value,T2,48,228,36.23403358,7235.224791,5934.208205,1301.016586
Brazil,E-Commerce,Cigarettes,Premium,T3,42,211,36.26342248,1096.568002,980.8328198,115.7351818
Indonesia,Key Accounts,Cigarettes,Value,T1,54,288,36.33988761,3928.72224,3020.608411,908.1138293
India,E-Commerce,Cigarettes,Value,T3,37,157,36.5,912.7824905,910.2824905,2.5
Dominican Republic,Retail,Cigarettes,Premium,T2,46,243,36.79999442,1694.933438,1355.94687,338.9865674
China,E-Commerce,Cigarettes,Value,T3,37,221,37,1181.487418,1181.487418,0
Guatemala,Retail,Cigarettes,Value,T2,37,158,37,1316.777402,1316.777402,0
Spain,Key Accounts,Cigarettes,Premium,T1,38,175,37.26182071,2839.351359,2786.500198,52.85116136
Mexico,Key Accounts,Oral Nicotine,Premium,T1,49,246,37.57311955,6222.855212,4906.078243,1316.776969
Brazil,E-Commerce,Cigarettes,Core,T3,43,209,37.6000013,1474.757405,1149.695835,325.0615692
India,E-Commerce,Cigarettes,Core,T3,39,194,37.99999961,1892.563528,1820.230128,72.3334
Cuba,Key Accounts,Cigarettes,Value,T1,38,162,38,1271.077034,1271.077034,0
Guatemala,Retail,Cigarettes,Core,T2,38,161,38,822.8597026,822.8597026,0
Turkey,Retail,Cigarettes,Core,T2,95,367,38.00000322,4839.904717,1935.961922,2903.942795
Australia,Key Accounts,Heated Tobacco,Core,T1,44,218,38.18511743,6929.004475,5985.029827,943.9746479
United Kingdom,Retail,Heated Tobacco,Premium,T2,40,165,38.49767453,9084.699815,8732.539892,352.1599231
Morocco,Retail,Cigarettes,Core,T2,39,133,39,2037.916059,2037.916059,0
New Zealand,Retail,Cigarettes,Value,T2,49,232,39.46729787,1937.623627,1525.083688,412.5399386
Turkey,Retail,Cigarettes,Value,T2,99,341,39.60000044,5194.631722,2077.852718,3116.779004
Brazil,Retail,Oral Nicotine,Premium,T2,49,276,39.70754542,6625.405634,5377.777492,1247.628142
Germany,Retail,Oral Nicotine,Core,T2,46,190,39.78059495,7480.013329,6263.875964,1216.137364
China,Key Accounts,Heated Tobacco,Premium,T1,40,159,40,4920.169015,4920.169015,0
Egypt,Retail,Cigarettes,Core,T2,40,117,40,1578.95043,1578.95043,0
Guatemala,Retail,Cigarettes,Premium,T2,40,196,40,1389.33104,1389.33104,0
Iran,Retail,Cigarettes,Premium,T2,40,129,40,1619.350376,1619.350376,0
Germany,E-Commerce,Cigarettes,Premium,T3,42,210,40.10298946,1266.294309,1178.926511,87.36779802
India,E-Commerce,Cigarettes,Premium,T3,41,192,40.50000032,1916.817972,1883.818001,32.99997143
Brazil,Retail,Heated Tobacco,Premium,T2,48,222,40.51692217,5793.266244,4669.867619,1123.398625
Indonesia,Key Accounts,Cigarettes,Premium,T1,63,338,40.55876339,3796.002886,2914.625241,881.377645
Indonesia,Key Accounts,Cigarettes,Core,T1,61,344,40.70629344,2381.92916,1752.512895,629.4162648
Dominican Republic,Retail,Cigarettes,Core,T2,51,252,40.80000459,1216.459651,973.1678326,243.2918183
China,Key Accounts,Oral Nicotine,Core,T1,43,214,40.96547019,7999.738864,7161.373403,838.3654611
India,Retail,Heated Tobacco,Premium,T2,42,187,41,7466.660651,7152.460651,314.2
Iran,Key Accounts,Cigarettes,Core,T1,41,101,41,1546.527789,1546.527789,0
Australia,Key Accounts,Oral Nicotine,Value,T1,48,231,41.50007835,7950.773437,6673.590567,1277.182869
China,Retail,Oral Nicotine,Value,T2,43,182,41.56357324,6276.762654,5912.194335,364.568319
United Kingdom,E-Commerce,Cigarettes,Premium,T3,43,233,41.63531744,1357.840432,1328.921756,28.91867629
Ukraine,Retail,Cigarettes,Value,T2,42,111,42,1902.349933,1902.349933,0
Australia,Key Accounts,Heated Tobacco,Value,T1,48,225,42.53555756,9903.340953,8773.202172,1130.138782
Spain,Key Accounts,Cigarettes,Core,T1,44,216,42.92016437,2765.57235,2678.221426,87.35092455
Democratic Republic of the Congo,Retail,Cigarettes,Value,T2,43,115,43,2038.072506,2038.072506,0
Nicaragua,Retail,Cigarettes,Core,T2,43,188,43,1145.804756,1145.804756,0
Nicaragua,Retail,Cigarettes,Premium,T2,43,233,43,1729.784839,1729.784839,0
China,E-Commerce,Cigarettes,Premium,T3,44,251,43.5,2224.149862,2197.149862,27
Australia,Key Accounts,Oral Nicotine,Core,T1,52,247,43.80941768,9365.912926,7552.774144,1813.138782
China,Retail,Heated Tobacco,Core,T2,44,198,43.93707062,8836.20244,8810.757996,25.44444444
China,E-Commerce,Cigarettes,Core,T3,44,263,44,2025.988968,2025.988968,0
Dominican Republic,Retail,Cigarettes,Value,T2,55,274,44.00001172,1692.693097,1354.154685,338.5384119
United Kingdom,E-Commerce,Cigarettes,Core,T3,47,223,44.07436451,1971.094381,1881.111539,89.98284167
Brazil,Retail,Heated Tobacco,Core,T2,49,227,44.69427911,5422.353515,5034.920423,387.4330923
Mexico,Key Accounts,Heated Tobacco,Core,T1,45,199,44.97815001,7086.649665,7082.5871,4.062565
Canada,Retail,Cigarettes,Value,T2,45,142,45,2093.219478,2093.219478,0
Mexico,Key Accounts,Oral Nicotine,Core,T1,59,327,45.4846261,8102.081572,6427.685307,1674.396265
India,Retail,Heated Tobacco,Core,T2,46,208,45.5,7167.804932,7094.804932,73
Spain,Key Accounts,Cigarettes,Value,T1,47,234,45.680004,2399.381201,2330.217166,69.16403545
Cuba,Retail,Cigarettes,Premium,T2,46,242,46,1647.982992,1647.982992,0
Iran,Retail,Cigarettes,Core,T2,46,150,46,1643.4345,1643.4345,0
China,Retail,Oral Nicotine,Premium,T2,47,205,46.40000006,8199.08065,7904.22355,294.8571
France,Retail,Oral Nicotine,Core,T2,54,243,46.64443946,7620.460337,6322.184309,1298.276028
Australia,E-Commerce,Cigarettes,Premium,T3,55,296,46.65232559,1705.308811,1370.216456,335.0923542
Cuba,Retail,Cigarettes,Value,T2,47,291,47,1011.209484,1011.209484,0
El Salvador,Retail,Cigarettes,Core,T2,47,212,47,1301.612062,1301.612062,0
France,Retail,Oral Nicotine,Value,T2,54,308,47.42329079,10080.74538,8566.623645,1514.121739
India,Retail,Oral Nicotine,Core,T2,49,197,47.5,10031.16613,9471.916131,559.25
Australia,Key Accounts,Heated Tobacco,Premium,T1,56,276,47.85139559,7357.171953,6347.56314,1009.608813
Mexico,Key Accounts,Heated Tobacco,Value,T1,48,252,47.96147649,5195.430972,5190.448633,4.98233902
United Kingdom,Retail,Heated Tobacco,Core,T2,50,253,48.45238798,9681.413677,9230.644312,450.769365
India,Retail,Oral Nicotine,Value,T2,51,225,48.61024205,7955.107102,7475.873802,479.2333
Brazil,Retail,Heated Tobacco,Value,T2,57,231,48.67765735,6412.959657,5307.712415,1105.247242
Brazil,Retail,Oral Nicotine,Value,T2,60,291,49.12396004,8886.380046,6767.798973,2118.581073
Brazil,Key Accounts,Cigarettes,Premium,T1,56,373,49.12854129,1593.414902,1428.637853,164.7770487
Australia,E-Commerce,Cigarettes,Value,T3,56,318,49.43771152,2727.532442,2427.362268,300.1701738
Brazil,Key Accounts,Cigarettes,Core,T1,58,347,49.7967888,1556.00467,1319.315385,236.6892857
France,Key Accounts,Heated Tobacco,Core,T1,58,276,49.88472072,10578.71816,8971.770833,1606.947323
United Kingdom,E-Commerce,Cigarettes,Value,T3,53,309,49.92320101,2124.745936,2023.991438,100.7544975
El Salvador,Retail,Cigarettes,Value,T2,50,278,50,1345.888199,1345.888199,0
Germany,Retail,Heated Tobacco,Value,T2,53,245,51.00000138,9904.761132,9645.320532,259.4406
Italy,Key Accounts,Cigarettes,Value,T1,56,290,51.15723344,1575.377018,1367.587485,207.7895324
Germany,Retail,Oral Nicotine,Premium,T2,59,270,51.21323574,10876.03946,8875.708135,2000.331324
Germany,E-Commerce,Cigarettes,Value,T3,55,243,51.38049811,3520.337705,3238.687354,281.6503512
France,Retail,Heated Tobacco,Value,T2,62,299,51.55111392,12088.37361,9804.857117,2283.516491
Indonesia,Retail,Cigarettes,Premium,T2,80,526,51.57484528,3208.961893,2285.710064,923.2518291
Italy,Key Accounts,Cigarettes,Core,T1,58,272,51.95317067,4887.320076,4197.726629,689.5934474
Mexico,E-Commerce,Cigarettes,Core,T3,52,310,52,1676.578133,1676.578133,0
Cuba,Retail,Cigarettes,Core,T2,53,285,53,1409.296915,1409.296915,0
Nicaragua,Retail,Cigarettes,Value,T2,53,258,53,1430.796901,1430.796901,0
India,Retail,Oral Nicotine,Premium,T2,54,215,53.13929179,9735.323414,9686.990114,48.3333
Italy,Key Accounts,Cigarettes,Premium,T1,58,344,53.6742798,2631.062482,2334.915339,296.1471432
France,Retail,Heated Tobacco,Premium,T2,61,333,53.92735259,9572.483585,8144.860906,1427.622679
Indonesia,Retail,Cigarettes,Value,T2,82,459,53.95938376,4392.990567,3374.330649,1018.659919
Egypt,Retail,Cigarettes,Value,T2,54,183,54,2137.356209,2137.356209,0
Iran,Retail,Cigarettes,Value,T2,54,189,54,2437.819922,2437.819922,0
Germany,Retail,Heated Tobacco,Premium,T2,56,238,54.28441698,12346.59545,12056.69063,289.9048218
Australia,Retail,Oral Nicotine,Value,T2,66,358,54.81249603,12089.14812,9976.171725,2112.976398
China,Retail,Heated Tobacco,Premium,T2,56,267,55,11353.27502,11197.57502,155.7
Spain,Retail,Cigarettes,Premium,T2,56,293,55.33211593,1999.154138,1946.115673,53.03846555
Mexico,Retail,Oral Nicotine,Value,T2,74,373,55.81445535,10819.69826,8487.276364,2332.421892
Brazil,Key Accounts,Cigarettes,Value,T1,65,322,56.21781046,1869.675576,1705.729678,163.9458979
China,Retail,Heated Tobacco,Value,T2,58,273,56.49999933,10474.22383,10222.01543,252.2084
Mexico,Retail,Oral Nicotine,Premium,T2,76,412,56.74356775,7821.27208,6103.84611,1717.42597
India,Key Accounts,Cigarettes,Value,T1,58,257,57.27243647,2654.028126,2623.828166,30.19996
United States,E-Commerce,Heated Tobacco,Core,T3,67,353,57.4873742,15525.15423,11370.79342,4154.360814
Spain,Retail,Cigarettes,Core,T2,59,351,57.85561876,4183.591297,4065.163865,118.4274316
Mexico,E-Commerce,Cigarettes,Premium,T3,58,324,58,2381.433746,2381.433746,0
Germany,E-Commerce,Cigarettes,Core,T3,61,344,58.06548505,2543.690614,2332.895338,210.7952758
China,Retail,Oral Nicotine,Core,T2,61,315,58.20904375,9318.118916,8595.354666,722.76425
Mexico,Retail,Oral Nicotine,Core,T2,77,426,58.4162482,8295.912214,6536.771133,1759.141082
India,Retail,Heated Tobacco,Value,T2,59,277,58.452657,10710.8611,10650.86117,59.999925
Mexico,E-Commerce,Cigarettes,Value,T3,59,300,59,1678.227682,1678.227682,0
Australia,E-Commerce,Cigarettes,Core,T3,69,410,59.37189483,2569.842477,2170.63172,399.2107574
Australia,Retail,Heated Tobacco,Core,T2,71,380,60.89551166,9793.772914,8551.102969,1242.669945
Australia,Retail,Heated Tobacco,Premium,T2,74,403,60.94162896,12169.63628,10123.07876,2046.557524
India,Key Accounts,Cigarettes,Premium,T1,62,313,61.5,3164.29097,3144.89097,19.4
Spain,Retail,Cigarettes,Value,T2,63,419,61.57264888,2423.562312,2301.284455,122.2778569
India,Key Accounts,Cigarettes,Core,T1,63,298,62,1913.899263,1903.649263,10.25
France,Retail,Oral Nicotine,Premium,T2,72,357,62.00984032,13692.94776,11313.57181,2379.375952
Italy,Retail,Cigarettes,Core,T2,68,447,62.21236226,4375.271926,3960.617022,414.6549038
Germany,Retail,Heated Tobacco,Core,T2,64,302,63.33343072,12488.4394,12379.26821,109.1711897
United States,E-Commerce,Oral Nicotine,Premium,T3,75,360,63.34272735,6566.004928,5251.324574,1314.680354
Indonesia,Retail,Cigarettes,Core,T2,89,658,63.63158611,4170.232844,3218.274255,951.9585882
El Salvador,Retail,Cigarettes,Premium,T2,64,331,64,2629.131698,2629.131698,0
France,E-Commerce,Cigarettes,Premium,T3,68,407,65.08685199,2913.956075,2712.142296,201.8137789
China,Key Accounts,Cigarettes,Value,T1,66,373,65.5,2501.730142,2493.530142,8.2
United Kingdom,Key Accounts,Cigarettes,Premium,T1,69,373,65.78209467,2975.402374,2878.204644,97.19773072
Italy,Retail,Cigarettes,Value,T2,75,487,66.41225845,3440.838444,2746.388591,694.4498528
United States,E-Commerce,Oral Nicotine,Value,T3,80,459,67.10484455,9791.422161,7598.126912,2193.295249
United States,E-Commerce,Heated Tobacco,Premium,T3,76,424,67.34702075,8519.932649,7439.762903,1080.169745
Australia,Retail,Oral Nicotine,Core,T2,81,418,68.67683351,12509.92293,10553.95599,1955.966938
Mexico,Retail,Heated Tobacco,Core,T2,69,342,68.95366393,8528.076008,8521.23998,6.836028059
Mexico,Retail,Heated Tobacco,Premium,T2,70,325,69.95801097,9016.102776,9010.005696,6.09708007
France,E-Commerce,Cigarettes,Value,T3,72,408,69.96028388,3422.737808,3224.984539,197.7532686
United Kingdom,Key Accounts,Cigarettes,Value,T1,77,448,70.79638066,3471.308049,3199.135234,272.1728146
France,E-Commerce,Cigarettes,Core,T3,74,466,71.27636949,3260.413309,3074.791432,185.6218773
Brazil,Retail,Cigarettes,Premium,T2,83,531,71.58864099,3183.617314,2812.2798,371.3375133
Australia,Retail,Oral Nicotine,Premium,T2,84,443,71.63261548,15947.5189,13374.20915,2573.309749
United Kingdom,Key Accounts,Cigarettes,Core,T1,78,437,72.35005929,3604.158194,3367.645807,236.5123865
Australia,Key Accounts,Cigarettes,Premium,T1,85,537,72.73516456,3514.256842,3035.695447,478.5613951
Mexico,Retail,Heated Tobacco,Value,T2,73,349,72.93805238,9014.703541,9004.990044,9.713496537
Italy,Retail,Cigarettes,Premium,T2,81,455,74.15542229,3059.307046,2490.385103,568.921943
France,Retail,Heated Tobacco,Core,T2,86,415,74.32408505,17054.9665,14012.96702,3041.999484
United States,E-Commerce,Oral Nicotine,Core,T3,91,548,74.35718317,10030.09701,8139.4261,1890.670912
Germany,Key Accounts,Cigarettes,Value,T1,79,512,74.67168601,3563.932826,3031.528951,532.4038742
China,Key Accounts,Cigarettes,Premium,T1,79,442,78,2462.190497,2438.968297,23.2222
Australia,Retail,Heated Tobacco,Value,T2,91,467,78.38860442,16053.67817,14001.97077,2051.707403
China,Key Accounts,Cigarettes,Core,T1,80,407,78.9999985,3810.320933,3775.820893,34.50004
United States,E-Commerce,Heated Tobacco,Value,T3,92,470,79.58456252,12996.85521,11092.41093,1904.444281
Brazil,Retail,Cigarettes,Core,T2,93,635,80.13899839,2557.357343,2021.415402,535.9419411
Brazil,Retail,Cigarettes,Value,T2,96,565,81.39061096,2683.688045,2300.855555,382.8324896
Germany,Key Accounts,Cigarettes,Premium,T1,87,483,81.54282924,2817.920689,2567.12647,250.7942195
Germany,Key Accounts,Cigarettes,Core,T1,87,498,82.6372688,4298.92367,3904.971603,393.9520675
Australia,Key Accounts,Cigarettes,Value,T1,97,499,84.13144329,4486.703243,3911.95241,574.7508335
India,Retail,Cigarettes,Value,T2,87,487,85.40487277,3360.346145,3291.031865,69.31428
United Kingdom,Retail,Cigarettes,Premium,T2,95,621,90.76426201,4202.941765,3696.110127,506.8316377
India,Retail,Cigarettes,Premium,T2,92,565,90.87289377,3523.220784,3505.454118,17.76666667
Australia,Key Accounts,Cigarettes,Core,T1,106,701,91.18990862,3858.926089,3299.960612,558.9654766
France,Key Accounts,Cigarettes,Premium,T1,97,747,91.25716836,4809.997533,4373.306037,436.6914956
United States,Key Accounts,Heated Tobacco,Value,T1,108,649,91.76201479,13850.8988,11137.63978,2713.259017
Mexico,Key Accounts,Cigarettes,Core,T1,92,540,92,1690.906168,1690.906168,0
Mexico,Key Accounts,Cigarettes,Premium,T1,95,700,95,3519.268433,3519.268433,0
Mexico,Key Accounts,Cigarettes,Value,T1,95,549,95,2905.91783,2905.91783,0
United States,Key Accounts,Oral Nicotine,Core,T1,118,917,96.0157974,17372.15368,13839.5615,3532.59218
United States,Key Accounts,Oral Nicotine,Premium,T1,121,780,99.1324877,11663.28948,9634.624049,2028.66543
France,Key Accounts,Cigarettes,Value,T1,105,738,99.22541356,4559.289766,4190.53791,368.7518559
India,Retail,Cigarettes,Core,T2,102,659,99.27976211,4486.061965,4415.442785,70.61918095
China,Retail,Cigarettes,Premium,T2,100,562,99.47702298,3841.336897,3736.19404,105.1428571
United States,Key Accounts,Heated Tobacco,Core,T1,117,691,99.70681676,23075.63337,17884.01492,5191.618454
United States,Key Accounts,Oral Nicotine,Value,T1,122,798,100.4926152,12099.95985,9841.615102,2258.344747
United States,Key Accounts,Heated Tobacco,Premium,T1,116,755,102.612501,14843.84017,13379.37095,1464.469214
Australia,Retail,Cigarettes,Value,T2,124,1047,105.267299,4805.551467,4127.021028,678.5304384
United Kingdom,Retail,Cigarettes,Core,T2,114,746,106.1290986,5673.868246,5280.174973,393.6932734
China,Retail,Cigarettes,Value,T2,108,706,106.7371901,6081.537501,6028.100001,53.4375
France,Key Accounts,Cigarettes,Core,T1,113,760,108.1461995,6469.183149,5979.451831,489.731318
United Kingdom,Retail,Cigarettes,Value,T2,116,739,108.4242665,6462.226842,6113.901695,348.3251472
Australia,Retail,Cigarettes,Premium,T2,128,989,108.8169764,7929.295924,6642.530311,1286.765612
